id,team_id,position,school,country,start_year,draft number,name,team,PLAYER_AGE
201145,1610612745,F,Georgetown,USA,2007,5.0,Jeff Green,Houston Rockets,37.0
1630182,1610612742,G,Arizona,Australia,2020,18.0,Josh Green,Dallas Mavericks,23.0
1631100,1610612737,F,Duke,USA,2022,16.0,AJ Griffin,Atlanta Hawks,20.0
1629656,1610612752,G,Houston,USA,2021,25.0,Quentin Grimes,New York Knicks,23.0
1631243,1610612737,F,Washington State,Senegal,2023,39.0,Mouhamed Gueye,Atlanta Hawks,21.0
1629060,1610612747,F,Gonzaga,Japan,2019,9.0,Rui Hachimura,Los Angeles Lakers,25.0
1630169,1610612754,G,Iowa State,USA,2020,12.0,Tyrese Haliburton,Indiana Pacers,23.0
1630181,1610612748,G,New Zealand Breakers,USA,2020,24.0,R.J. Hampton,Miami Heat,22.0
203501,1610612742,G-F,Michigan,USA,2013,24.0,Tim Hardaway Jr.,Dallas Mavericks,31.0
201935,1610612746,G,Arizona State,USA,2009,3.0,James Harden,LA Clippers,34.0
1630702,1610612742,G,NBA G League Ignite,USA,2022,37.0,Jaden Hardy,Dallas Mavericks,21.0
1631199,1610612761,G-F,Rutgers,USA,2022,0.0,Ron Harper Jr.,Toronto Raptors,23.0
203914,1610612753,G,Michigan State,USA,2014,19.0,Gary Harris,Orlando Magic,29.0
203925,1610612765,G-F,Virginia,USA,2014,33.0,Joe Harris,Detroit Pistons,32.0
1630284,1610612753,G,Stephen F. Austin,USA,2022,0.0,Kevon Harris,Orlando Magic,26.0
202699,1610612755,F,Tennessee,USA,2011,19.0,Tobias Harris,Philadelphia 76ers,31.0
1628404,1610612752,G,Villanova,USA,2017,30.0,Josh Hart,New York Knicks,28.0
1628392,1610612752,C-F,Zalgiris,Germany,2018,43.0,Isaiah Hartenstein,New York Knicks,25.0
1630573,1610612738,F,Virginia,USA,2021,0.0,Sam Hauser,Boston Celtics,25.0
1641722,1610612740,G,Connecticut,USA,2023,14.0,Jordan Hawkins,New Orleans Pelicans,21.0
1629637,1610612747,C-F,Texas,USA,2019,8.0,Jaxson Hayes,Los Angeles Lakers,23.0
1630165,1610612765,G,Ratiopharm Ulm,France,2020,7.0,Killian Hayes,Detroit Pistons,22.0
202330,1610612766,F,Butler,USA,2010,9.0,Gordon Hayward,Charlotte Hornets,33.0
1630703,1610612757,G,NBA G League Ignite,USA,2023,3.0,Scoot Henderson,Portland Trail Blazers,19.0
1641707,1610612762,F,Central Florida,USA,2023,9.0,Taylor Hendricks,Utah Jazz,20.0
1629639,1610612748,G,Kentucky,USA,2019,13.0,Tyler Herro,Miami Heat,23.0
1627741,1610612754,G,Oklahoma,Bahamas,2016,6.0,Buddy Hield,Indiana Pacers,30.0
1629312,1610612748,F,Wheeling Jesuit,USA,2018,0.0,Haywood Highsmith,Miami Heat,26.0
1630207,1610612745,G-F,Houston,USA,2020,0.0,Nate Hinton,Houston Rockets,24.0
1641793,1610612747,G,Missouri,British Virgin Islands,2023,0.0,D'Moi Hodge,Los Angeles Lakers,24.0
1628988,1610612745,G,UCLA,USA,2018,23.0,Aaron Holiday,Houston Rockets,27.0
201950,1610612738,G,UCLA,USA,2009,17.0,Jrue Holiday,Boston Celtics,33.0
203200,1610612743,F-G,Washington,USA,2012,0.0,Justin Holiday,Denver Nuggets,34.0
1626158,1610612742,F,Bowling Green,USA,2015,37.0,Richaun Holmes,Dallas Mavericks,30.0
1631096,1610612760,C-F,Gonzaga,USA,2022,2.0,Chet Holmgren,Oklahoma City Thunder,21.0
1641720,1610612747,G,Indiana,USA,2023,17.0,Jalen Hood-Schifino,Los Angeles Lakers,
201143,1610612738,C-F,Florida,Dominican Republic,2007,3.0,Al Horford,Boston Celtics,37.0
1629659,1610612762,G,Iowa State,USA,2019,46.0,Talen Horton-Tucker,Utah Jazz,22.0
1627863,1610612755,F-G,Texas A&M,USA,2016,0.0,Danuel House Jr.,Philadelphia 76ers,30.0
1631216,1610612753,G,Michigan,Canada,2022,32.0,Caleb Houstan,Orlando Magic,20.0
1641724,1610612753,G,Michigan,USA,2023,11.0,Jett Howard,Orlando Magic,20.0
1628989,1610612758,G-F,Maryland,USA,2018,19.0,Kevin Huerter,Sacramento Kings,25.0
1630643,1610612743,C,Virginia,USA,2021,0.0,Jay Huff,Denver Nuggets,25.0
1629631,1610612737,F-G,Virginia,USA,2019,4.0,De'Andre Hunter,Atlanta Hawks,25.0
1630538,1610612746,G,Virginia Commonwealth,USA,2021,26.0,Bones Hyland,LA Clippers,23.0
204060,1610612753,F-G,Maccabi Tel Aviv,Australia,2014,0.0,Joe Ingles,Orlando Magic,36.0
1627742,1610612740,F,Duke,USA,2016,2.0,Brandon Ingram,New Orleans Pelicans,26.0
202681,1610612742,G,Duke,Australia,2011,1.0,Kyrie Irving,Dallas Mavericks,31.0
1628371,1610612753,F,Florida State,USA,2017,6.0,Jonathan Isaac,Orlando Magic,26.0
1631093,1610612765,G,Purdue,USA,2022,5.0,Jaden Ivey,Detroit Pistons,21.0
1641713,1610612763,F,South Carolina,USA,2023,45.0,GG Jackson,Memphis Grizzlies,18.0
1630543,1610612754,F,Kentucky,USA,2021,22.0,Isaiah Jackson,Indiana Pacers,21.0
202704,1610612743,G,Boston College,USA,2011,24.0,Reggie Jackson,Denver Nuggets,33.0
1641748,1610612749,G,Connecticut,USA,2023,36.0,Andre Jackson Jr.,Milwaukee Bucks,22.0
1628991,1610612763,F-C,Michigan State,USA,2018,4.0,Jaren Jackson Jr.,Memphis Grizzlies,24.0
1631218,1610612744,F,Indiana,USA,2023,57.0,Trayce Jackson-Davis,Golden State Warriors,23.0
2544,1610612747,F,St. Vincent-St. Mary HS (OH),USA,2003,1.0,LeBron James,Los Angeles Lakers,38.0
1631170,1610612748,G,UCLA,USA,2023,18.0,Jaime Jaquez Jr.,Miami Heat,22.0
1629610,1610612752,G-F,Tulsa,USA,2019,0.0,DaQuan Jeffries,New York Knicks,26.0
1629660,1610612739,G-F,Virginia,USA,2019,24.0,Ty Jerome,Cleveland Cavaliers,26.0
1630198,1610612760,G,Arkansas,USA,2020,49.0,Isaiah Joe,Oklahoma City Thunder,24.0
1629661,1610612751,F,North Carolina,USA,2019,11.0,Cameron Johnson,Brooklyn Nets,27.0
1630552,1610612737,F,Duke,USA,2021,20.0,Jalen Johnson,Atlanta Hawks,21.0
1629640,1610612759,F-G,Kentucky,USA,2019,29.0,Keldon Johnson,San Antonio Spurs,24.0
1630553,1610612751,G,Tennessee,USA,2021,21.0,Keon Johnson,Brooklyn Nets,21.0
1641749,1610612760,F,Kansas State,USA,2023,50.0,Keyontae Johnson,Oklahoma City Thunder,23.0
203999,1610612743,C,Mega Basket,Serbia,2015,41.0,Nikola Jokic,Denver Nuggets,28.0
1641732,1610612758,G,Xavier,USA,2023,34.0,Colby Jones,Sacramento Kings,21.0
1627745,1610612739,C,Vanderbilt,USA,2016,30.0,Damian Jones,Cleveland Cavaliers,28.0
1630529,1610612740,F,Alabama,USA,2021,35.0,Herbert Jones,New Orleans Pelicans,25.0
1630200,1610612759,G,Duke,USA,2020,41.0,Tre Jones,San Antonio Spurs,23.0
1626145,1610612764,G,Duke,USA,2015,24.0,Tyus Jones,Washington Wizards,27.0
1627884,1610612742,F,UNLV,USA,2016,0.0,Derrick Jones Jr.,Dallas Mavericks,26.0
201599,1610612743,C,Texas A&M,USA,2008,35.0,DeAndre Jordan,Denver Nuggets,35.0
202709,1610612744,G,Texas,Canada,2011,29.0,Cory Joseph,Golden State Warriors,32.0
1631107,1610612748,F,                                   ,Serbia,2022,27.0,Nikola Jovic,Miami Heat,20.0
1630548,1610612762,G,UCLA,USA,2022,0.0,Johnny Juzang,Utah Jazz,22.0
1628379,1610612763,G,Duke,USA,2017,12.0,Luke Kennard,Memphis Grizzlies,27.0
1631117,1610612762,C,Auburn,USA,2022,22.0,Walker Kessler,Utah Jazz,22.0
1630296,1610612743,F,Virginia,USA,2021,0.0,Braxton Key,Denver Nuggets,26.0
1630557,1610612764,F,Gonzaga,USA,2021,15.0,Corey Kispert,Washington Wizards,24.0
1628467,1610612742,F,Bayern Munich,Germany,2017,0.0,Maxi Kleber,Dallas Mavericks,31.0
1630233,1610612738,F-C,William & Mary,USA,2020,0.0,Nathan Knight,Boston Celtics,25.0
1628995,1610612765,F,Kentucky,USA,2018,9.0,Kevin Knox II,Detroit Pistons,24.0
1631132,1610612761,C,Arizona,Cameroon,2022,33.0,Christian Koloko,Toronto Raptors,23.0
1629723,1610612763,G,Indiana-Purdue Fort Wayne,USA,2019,0.0,John Konchar,Memphis Grizzlies,27.0
1627788,1610612755,G-F,Anadolu Efes,Turkey,2017,26.0,Furkan Korkmaz,Philadelphia 76ers,26.0
1628436,1610612738,C-F,Vanderbilt,USA,2017,0.0,Luke Kornet,Boston Celtics,28.0
1630228,1610612744,F,NBA G League Ignite,DRC,2021,7.0,Jonathan Kuminga,Golden State Warriors,21.0
1628398,1610612764,F,Utah,USA,2017,27.0,Kyle Kuzma,Washington Wizards,28.0
1631222,1610612763,F,Wake Forest,USA,2022,19.0,Jake LaRavia,Memphis Grizzlies,22.0
203897,1610612741,G,UCLA,USA,2014,13.0,Zach LaVine,Chicago Bulls,28.0
1629111,1610612745,C,St. Mary's,Australia,2021,0.0,Jock Landale,Houston Rockets,28.0
1630639,1610612742,G,South Carolina,Canada,2022,0.0,A.J. Lawson,Dallas Mavericks,22.0
1627747,1610612739,G,Michigan,USA,2016,20.0,Caris LeVert,Cleveland Cavaliers,29.0
1627814,1610612756,G-F,Drexel,USA,2017,0.0,Damion Lee,Phoenix Suns,30.0
1630240,1610612756,G,Vanderbilt,USA,2020,38.0,Saben Lee,Phoenix Suns,24.0
203458,1610612758,C,Maryland,Ukraine,2013,5.0,Alex Len,Sacramento Kings,30.0
202695,1610612746,F,San Diego State,USA,2011,15.0,Kawhi Leonard,LA Clippers,32.0
1631171,1610612741,F,Marquette,USA,2022,0.0,Justin Lewis,Chicago Bulls,
1641721,1610612747,F,Pepperdine,USA,2023,40.0,Maxwell Lewis,Los Angeles Lakers,21.0
1630184,1610612740,G,Alabama,USA,2020,13.0,Kira Lewis Jr.,New Orleans Pelicans,22.0
1630604,1610612740,F,Ohio State,USA,2022,41.0,E.J. Liddell,New Orleans Pelicans,22.0
203081,1610612749,G,Weber State,USA,2012,6.0,Damian Lillard,Milwaukee Bucks,33.0
1629642,1610612756,F-G,North Carolina,USA,2019,25.0,Nassir Little,Phoenix Suns,23.0
1641726,1610612742,C,Duke,USA,2023,12.0,Dereck Lively II,Dallas Mavericks,19.0
